term_str,weight
stocky,0.0
stolpman,0.0
stone,2.0
stonefruit,-1.0
stoneridge,0.0
stones,0.0
stonestreet,2.0
stonetree,0.0
stoney,0.0
stoniness,1.0
stony,7.0
stood,0.0
stop,0.0
stopper,-1.0
stopping,0.0
stops,2.0
store,0.0
storied,0.0
storm,1.0
story,0.0
stout,1.0
straddles,1.0
straight,7.0
straightforward,4.0
strain,0.0
strained,0.0
strange,-5.0
strangely,0.0
strapping,1.0
strasser,0.0
straw,4.0
strawberries,2.0
strawberry,1.0
streak,0.0
streaked,3.0
streaks,4.0
stream,1.0
streamlined,5.0
streams,0.0
strength,3.0
strengths,1.0
stretch,-3.0
stretched,0.0
stretches,0.0
stretching,-1.0
strewn,0.0
striated,1.0
strict,1.0
stride,-2.0
strident,0.0
strike,5.0
strikes,5.0
striking,-1.0
strikingly,3.0
string,-1.0
strip,4.0
stripped,0.0
strokes,0.0
strong,0.0
stronger,2.0
strongly,-3.0
struck,2.0
structural,1.0
structurally,0.0
structure,4.0
structured,13.0
struggle,-2.0
struggled,0.0
struggles,-3.0
struggling,0.0
strung,-1.0
strut,0.0
stubbornly,-1.0
stuck,0.0
study,8.0
stuff,-1.0
stuffed,1.0
stuffing,-2.0
stumbles,0.0
stunner,2.0
stunning,8.0
stunningly,3.0
stuns,1.0
stunted,0.0
stupendous,0.0
stupendously,0.0
sturdy,2.0
style,3.0
styled,-3.0
styles,2.0
styling,1.0
stylish,8.0
stylishness,0.0
stylistically,-1.0
stylized,1.0
stéphane,0.0
suave,2.0
sub,0.0
subdued,-3.0
sublimated,0.0
sublime,7.0
submerged,0.0
subpar,0.0
subregion,1.0
subside,0.0
subsides,0.0
subsoil,-1.0
substance,1.0
substantial,3.0
substantially,0.0
substantive,-1.0
substitute,0.0
subsumed,1.0
subtle,7.0
subtlely,2.0
subtleties,0.0
subtlety,0.0
subtly,-6.0
succeed,2.0
succeeded,1.0
succeeds,6.0
success,1.0
successes,0.0
successful,3.0
successfully,1.0
succession,2.0
succulence,3.0
succulent,9.0
succulently,1.0
sucking,0.0
suede,0.0
suffers,-1.0
suffice,0.0
sufficient,1.0
suffused,0.0
sugar,0.0
sugared,-3.0
sugariness,-1.0
sugary,-5.0
suggest,0.0
suggested,0.0
suggesting,0.0
suggestion,2.0
suggestions,3.0
suggestive,-2.0
suggests,0.0
suit,-2.0
suitable,0.0
suitcase,0.0
suited,0.0
suits,0.0
sulfites,0.0
sulfur,1.0
sulfuric,-1.0
sulfurous,0.0
sulfury,-2.0
sulphur,3.0
sultana,1.0
sultanas,5.0
sultry,3.0
sum,0.0
summer,-3.0
summertime,0.0
summit,0.0
sumptuous,8.0
sumptuously,0.0
sums,1.0
sun,1.0
sunbaked,0.0
sunburst,0.0
sundae,-1.0
sunny,-2.0
sunset,0.0
sunshine,0.0
super,-3.0
superb,12.0
superbly,4.0
supercharged,2.0
superconcentrated,0.0
superficial,-1.0
superfine,2.0
superintense,0.0
superior,1.0
superiore,0.0
superlative,0.0
supermarket,-1.0
superrich,1.0
superripe,-2.0
superripeness,0.0
superstar,0.0
supersweet,1.0
supertannic,-2.0
supple,3.0
suppleness,0.0
supply,0.0
support,-1.0
supported,1.0
supporting,4.0
supportive,2.0
supports,2.0
supposed,2.0
supposedly,0.0
suppressed,1.0
supreme,1.0
supremely,-1.0
sur,1.0
sure,0.0
surely,0.0
surface,1.0
surfaces,-1.0
surge,0.0
surprise,2.0
surprises,0.0
surprising,-5.0
surprisingly,-7.0
surreal,0.0
surround,0.0
surrounded,5.0
surrounding,2.0
surrounds,1.0
susanna,0.0
sushi,1.0
suspect,0.0
suspended,0.0
suspension,0.0
sustain,0.0
sustained,0.0
svelte,2.0
swallow,8.0
swamp,0.0
swamped,-2.0
swamping,-2.0
swamps,-2.0
swan,0.0
swath,1.0
swathe,2.0
swathed,0.0
swathes,3.0
sway,0.0
sweat,0.0
sweatiness,0.0
sweaty,-6.0
sweep,0.0
sweeping,0.0
sweet,-2.0
sweeten,-3.0
sweetened,0.0
sweeter,0.0
sweetest,1.0
sweetish,-3.0
sweetly,0.0
sweetness,2.0
sweetwater,0.0
swimming,0.0
swing,0.0
swings,0.0
swirl,4.0
swirling,1.0
swirls,1.0
swiss,0.0
symington,0.0
symmetry,0.0
symphony,0.0
sync,-2.0
syncline,0.0
synthesis,0.0
synthetic,0.0
syrah,-1.0
syrahs,0.0
syrup,-1.0
syrupy,0.0
system,0.0
são,0.0
sémillon,-4.0
table,0.0
tableau,0.0
tack,2.0
taco,0.0
tacos,0.0
tactile,0.0
tad,-10.0
tag,-1.0
tahitian,0.0
tail,3.0
tails,0.0
taittinger,0.0
take,5.0
taken,1.0
takes,1.0
taking,0.0
talc,-2.0
talcum,0.0
talent,0.0
talented,-1.0
talk,0.0
talking,0.0
talley,0.0
tamari,0.0
tamarind,1.0
tame,1.0
tamed,2.0
tan,0.0
tandem,0.0
tang,-1.0
tangelo,0.0
tangerine,2.0
tangerines,1.0
tanginess,-1.0
tangle,0.0
tangy,1.0
tank,-1.0
tanks,0.0
tannat,1.0
tanned,0.0
tannic,2.0
tannicly,0.0
tannin,3.0
tannins,3.0
tantalizing,0.0
tantalizingly,0.0
tapenade,5.0
tapestry,0.0
tapioca,0.0
tar,2.0
tardieu,0.0
target,1.0
tarragon,-2.0
tarry,3.0
tart,-4.0
tartare,1.0
tartaric,0.0
tarte,0.0
tartly,0.0
tartness,2.0
tarts,0.0
taste,-5.0
tastebuds,0.0
tasted,4.0
tasteful,-2.0
taster,0.0
tasters,3.0
tastes,-3.0
tasting,-6.0
tastings,0.0
tasty,1.0
tatin,0.0
taurasi,0.0
taut,11.0
tautly,0.0
tautness,0.0
tavares,0.0
tawnies,0.0
tawny,-1.0
taylor,1.0
tba,5.0
tbas,0.0
tea,6.0
team,0.0
tears,0.0
tease,1.0
teased,0.0
teases,0.0
teasing,3.0
tech,0.0
technically,0.0
technique,0.0
techniques,-1.0
teeter,0.0
teeters,0.0
teeth,-2.0
tejo,-2.0
tell,-2.0
tells,1.0
telltale,-2.0
temecula,0.0
temperature,0.0
temperatures,-1.0
tempered,-1.0
tempranillo,3.0
tempranillos,2.0
tempted,0.0
tempting,1.0
ten,0.0
tenacious,0.0
tend,-5.0
tended,0.0
tendency,-1.0
tender,2.0
tenderloin,6.0
tends,-1.0
tense,2.0
tensely,1.0
tension,7.0
tensley,2.0
tenuous,0.0
tenuta,1.0
teriaki,0.0
teriyaki,1.0
term,7.0
terms,0.0
teroldego,0.0
terrace,0.0
terraced,0.0
terraces,0.0
terrain,0.0
terrale,-1.0
terre,2.0
terrible,-1.0
terribly,-3.0
terrific,4.0
terrifically,1.0
territory,-2.0
terroir,10.0
tertiary,1.0
test,0.0
testament,-1.0
testarossa,2.0
testifies,0.0
testify,0.0
texas,1.0
textbook,1.0
textural,4.0
texturally,2.0
texture,3.0
textured,9.0
textures,3.0
thai,-2.0
thankfully,1.0
thanks,4.0
theme,2.0
themes,0.0
therefore,0.0
thick,1.0
thicker,0.0
thickly,0.0
thickness,0.0
thin,-13.0
thing,1.0
things,3.0
think,-3.0
thinking,0.0
thinly,-1.0
thinned,-2.0
thinner,0.0
thinness,-2.0
thins,0.0
third,1.0
thirds,1.0
thirst,4.0
thirsty,1.0
thistle,1.0
thomas,-2.0
thorny,1.0
thorough,0.0
thoroughly,0.0
though,-1.0
thought,3.0
thread,1.0
threaded,0.0
threads,1.0
three,0.0
thrill,1.0
thrilling,5.0
thrillingly,0.0
thrills,3.0
thrive,1.0
thrives,0.0
throat,1.0
throated,0.0
throttle,3.0
throttled,1.0
throughout,1.0
throw,-2.0
throwback,2.0
throwing,0.0
thrown,-1.0
throws,0.0
thrust,0.0
thus,-1.0
thyme,15.0
ticket,0.0
tickles,0.0
tickling,1.0
tier,1.0
tiers,-1.0
tight,6.0
tighten,0.0
tightened,1.0
tightens,1.0
tighter,1.0
tightly,2.0
tightness,-1.0
tightrope,0.0
till,0.0
tilled,-2.0
time,4.0
times,0.0
timid,-1.0
tin,0.0
tinge,-1.0
tinged,5.0
tinges,3.0
tingle,0.0
tingles,1.0
tingling,2.0
tingly,0.0
tinned,1.0
tint,-1.0
tinta,-4.0
tinted,3.0
tinto,1.0
tiny,1.0
tip,4.0
tips,0.0
tire,-1.0
tired,-4.0
tiring,3.0
tisane,0.0
titanic,1.0
toast,5.0
toasted,5.0
toastier,2.0
toastiness,4.0
toasty,6.0
tobacco,7.0
today,-1.0
toe,0.0
toffee,0.0
together,4.0
togethers,0.0
tokaji,0.0
tokalon,0.0
tolerable,0.0
toll,0.0
tom,0.0
tomato,2.0
tomatoes,1.0
tomatoey,0.0
ton,3.0
tone,-8.0
toned,12.0
tones,4.0
tongue,1.0
tonic,-4.0
tonight,0.0
tons,5.0
took,4.0
tooth,-1.0
toothpicks,-1.0
toothpicky,0.0
top,1.0
topnotes,0.0
topped,4.0
tops,0.0
toro,1.0
torres,0.0
torrid,0.0
torrontes,0.0
torrontés,-1.0
torte,1.0
torto,0.0
toscano,0.0
tossed,0.0
tosses,0.0
total,7.0
totally,5.0
touch,-2.0
touched,0.0
touches,-1.0
touching,0.0
tough,-4.0
toughly,0.0
toughness,1.0
tour,3.0
touriga,-3.0
toward,-1.0
towards,0.0
tower,0.0
town,2.0
trace,-2.0
traces,1.0
track,3.0
traction,-1.0
trademark,0.0
tradition,2.0
traditional,-4.0
traditionally,0.0
traffics,1.0
trail,1.0
trailing,0.0
train,0.0
trained,0.0
training,0.0
traits,0.0
trajectory,0.0
traminer,-2.0
transformed,3.0
transition,2.0
transitioning,-2.0
transitions,0.0
translate,0.0
translates,0.0
translucent,2.0
transparency,0.0
transparent,0.0
trapiche,0.0
travels,0.0
treacly,-2.0
treading,0.0
treads,1.0
treasure,0.0
treat,-2.0
treated,0.0
treatment,2.0
trebbiano,-1.0
tree,5.0
trees,1.0
trefethen,0.0
tremendous,9.0
tremendously,0.0
trench,0.0
trend,0.0
trends,0.0
trentino,0.0
trey,2.0
tri,-1.0
tribute,0.0
trick,-1.0
tricky,0.0
tried,0.0
tries,0.0
trim,2.0
trincadeira,-2.0
trio,1.0
trisaetum,0.0
triumph,5.0
triumphantly,0.0
trodden,0.0
troia,0.0
tropical,3.0
tropicality,2.0
tropically,0.0
trouble,0.0
true,-2.0
truffle,0.0
truffles,0.0
truly,5.0
truth,-2.0
try,-3.0
trying,-1.0
tsunami,0.0
tuck,0.0
tucked,0.0
tucking,0.0
tug,0.0
tumble,0.0
tuna,0.0
tune,0.0
tuned,0.0
tuning,0.0
turkey,0.0
turmeric,-1.0
turn,4.0
turned,0.0
turning,-1.0
turns,-6.0
turpentine,0.0
tuscan,4.0
tuscans,0.0
tuscany,2.0
tutti,0.0
twang,0.0
twice,-2.0
twin,0.0
twinge,0.0
twist,-1.0
twisted,1.0
two,-3.0
tyler,0.0
type,-2.0
types,0.0
typical,-1.0
typically,3.0
uber,0.0
uco,1.0
ugni,0.0
ultimate,0.0
ultimately,-1.0
ultra,0.0
ultraclean,2.0
ultradry,0.0
ultrafine,0.0
ultralong,1.0
ultrarefined,0.0
ultrarich,0.0
ultraripe,4.0
ultrasmooth,1.0
ultrasweet,-1.0
ultratight,0.0
umami,8.0
umbria,2.0
unabashed,0.0
unabashedly,1.0
unable,-2.0
unabsorbed,1.0
unappealing,0.0
unassuming,0.0
unattractive,0.0
unbalanced,-5.0
unbelievable,1.0
unbelievably,0.0
unbridled,0.0
unclean,0.0
unclear,0.0
uncomfortable,-1.0
uncomfortably,0.0
uncommitted,0.0
uncommon,-1.0
uncomplicated,-2.0
uncompromising,1.0
uncompromisingly,0.0
unconvincing,0.0
uncracked,1.0
uncrushed,0.0
unctuous,8.0
unctuously,1.0
undefined,0.0
undeniable,3.0
undeniably,1.0
underbelly,1.0
underbrush,3.0
undercurrent,0.0
underdeveloped,0.0
undergoing,0.0
undergrowth,0.0
underlay,-4.0
underlayer,0.0
underlie,-2.0
underlies,0.0
underlined,0.0
underlines,1.0
underlining,-1.0
underlying,4.0
underneath,0.0
underpin,1.0
underpinned,1.0
underpinning,0.0
underripe,-4.0
underripeness,0.0
underscore,0.0
underscored,0.0
underscores,0.0
understand,0.0
understanding,0.0
understands,1.0
understated,2.0
undertone,0.0
undertones,0.0
undertow,2.0
underwhelming,0.0
undisclosed,0.0
undistinguished,0.0
undoubted,0.0
undoubtedly,0.0
undrinkable,2.0
undulate,0.0
uneasy,0.0
unending,0.0
uneven,-1.0
unevenly,-1.0
unexciting,0.0
unexpected,-1.0
unexpectedly,0.0
unfamiliar,0.0
unfettered,0.0
unfiltered,4.0
unfined,3.0
unfocused,-1.0
unfocussed,0.0
unfold,-4.0
unfolding,1.0
unfolds,1.0
unforced,0.0
unforgettable,0.0
unforgiving,0.0
unformed,0.0
unfortunate,0.0
unfortunately,-4.0
unfriendly,0.0
unfurl,0.0
unfurling,1.0
unfurls,-2.0
unfussy,-1.0
ungenerous,0.0
ungrafted,0.0
uninspired,-2.0
uninspiring,0.0
unintegrated,3.0
uninteresting,-1.0
union,0.0
unique,-2.0
uniquely,-1.0
unite,0.0
united,0.0
unites,0.0
unity,0.0
unknown,-1.0
unleash,2.0
unleashes,5.0
unleashing,0.0
unless,0.0
unlike,0.0
unlikely,-3.0
unlimited,0.0
unmistakable,2.0
unmistakably,0.0
unnatural,0.0
unnaturally,0.0
unnecessary,-1.0
unoaked,1.0
unobtrusive,0.0
unpleasant,-2.0
unpleasantly,0.0
unpretentious,0.0
unravel,0.0
unravels,1.0
unrefined,0.0
unremarkable,0.0
unresolved,0.0
unripe,-2.0
unripeness,-2.0
unruly,0.0
unsettled,0.0
unsophisticated,0.0
unstructured,0.0
unsweetened,-2.0
untamed,0.0
untoward,-2.0
unusual,-1.0
unusually,-1.0
unveil,0.0
unveiling,1.0
unveils,0.0
unwavering,0.0
unwelcome,0.0
unwind,0.0
unwinds,0.0
unyielding,-1.0
upfront,-3.0
upholds,0.0
upland,1.0
uplift,1.0
uplifted,0.0
uplifting,4.0
upon,5.0
upper,2.0
upright,4.0
ups,2.0
upscale,1.0
upward,1.0
urban,0.0
urge,-5.0
usa,-2.0
use,-1.0
used,4.0
useful,-1.0
uses,0.0
using,1.0
usual,0.0
usually,-3.0
utter,1.0
utterly,4.0
vaca,0.0
vacuous,0.0
vague,-1.0
vaguely,1.0
val,0.0
vale,0.0
valencia,0.0
valeta,0.0
vall,0.0
valley,2.0
valleys,-2.0
valpolicella,-2.0
value,-5.0
values,1.0
van,0.0
vanilla,-2.0
vanillin,-2.0
vanillins,0.0
vanishes,0.0
vapid,-1.0
varied,0.0
varietal,4.0
varietally,0.0
varietals,-1.0
varieties,-1.0
variety,1.0
various,2.0
varnish,0.0
vary,0.0
vast,5.0
vastly,1.0
vats,0.0
vaudésir,0.0
vaz,0.0
veal,2.0
veeder,2.0
veer,0.0
veering,-1.0
veers,-2.0
vegetable,0.0
vegetables,-2.0
vegetal,-7.0
vegetative,-1.0
veggie,0.0
veggies,0.0
veil,0.0
vein,2.0
veins,0.0
veltliner,-1.0
velvet,7.0
velvety,12.0
veneer,1.0
veneto,0.0
venge,0.0
venture,0.0
ventures,0.0
venturing,0.0
vera,0.0
verbena,4.0
verde,0.0
verdejo,0.0
verdelho,0.0
verdicchio,0.0
verdot,1.0
verge,0.0
verging,-2.0
veritable,0.0
vermentino,0.0
versatile,-2.0
version,3.0
versions,0.0
vertical,1.0
verve,3.0
vespolina,0.0
vessel,0.0
vessels,-1.0
veteran,4.0
veterans,0.0
via,1.0
vibe,0.0
vibrance,0.0
vibrancy,5.0
vibrant,11.0
vibrantly,3.0
victim,0.0
vidal,0.0
vie,1.0
vies,0.0
vietnamese,-1.0
view,1.0
views,0.0
vigna,0.0
vigneto,0.0
vigor,-2.0
vigorous,-2.0
villa,-1.0
village,-1.0
villages,-1.0
vin,0.0
vinaigrette,0.0
vincent,1.0
vine,1.0
vinegar,0.0
vinegary,0.0
vines,7.0
vineyard,12.0
vineyards,7.0
vinha,0.0
vinho,0.0
vinhão,0.0
vinifera,-1.0
vinification,-1.0
vinified,3.0
vinous,1.0
vintage,5.0
vintages,2.0
vintner,3.0
vintners,-1.0
vinyl,0.0
viognier,-4.0
viogniers,0.0
violet,8.0
violets,5.0
virginia,-4.0
virtually,0.0
virtue,4.0
virtues,2.0
viscosity,3.0
viscous,0.0
vise,0.0
vision,0.0
vista,0.0
vital,4.0
vitality,0.0
vitamin,0.0
vitamins,-1.0
viticulture,0.0
viticulturist,0.0
viura,1.0
vivacious,-1.0
vivaciously,0.0
vivacity,0.0
vivid,4.0
vividly,3.0
voit,1.0
volatile,-3.0
volatiles,0.0
volatility,0.0
volcanic,1.0
volcano,0.0
volnay,1.0
voltage,0.0
volume,1.0
voluminous,4.0
voluptuous,5.0
voluptuously,0.0
voluptuousness,0.0
von,0.0
vosne,3.0
vougeot,0.0
vouvray,0.0
vujacic,0.0
vying,0.0
wachau,2.0
wade,0.0
wafer,0.0
waft,-3.0
wafting,0.0
wafts,0.0
wait,1.0
waiting,0.0
waits,0.0
wake,-1.0
walca,0.0
walk,3.0
walker,0.0
walking,0.0
walks,0.0
wall,0.0
walla,0.0
walled,0.0
walls,-1.0
wallula,0.0
walnut,2.0
walnuts,1.0
wan,-1.0
want,6.0
wanting,-1.0
wants,-1.0
war,0.0
warm,-2.0
warmed,2.0
warmer,-3.0
warming,-3.0
warms,-1.0
warmth,5.0
warning,0.0
warrant,0.0
wash,2.0
washed,-2.0
washes,0.0
washington,4.0
watch,3.0
water,2.0
watercress,2.0
watered,0.0
watering,-2.0
watermelon,1.0
watermelons,0.0
waters,0.0
watery,-4.0
wathen,1.0
watsonville,0.0
wave,2.0
waver,0.0
waves,7.0
wax,2.0
waxy,-1.0
way,-2.0
wayfarer,1.0
ways,3.0
wayward,-1.0
weak,-3.0
weakest,0.0
weakly,0.0
weakness,-1.0
weaknesses,-1.0
wealth,5.0
wear,-4.0
wearing,0.0
wears,0.0
weather,-2.0
weave,2.0
weaves,0.0
weaving,0.0
wedding,0.0
wedge,0.0
weed,0.0
weediness,-1.0
weeds,0.0
weedy,-3.0
weekday,0.0
weeknight,0.0
weigh,0.0
weighed,0.0
weighing,3.0
weighs,5.0
weight,4.0
weighted,0.0
weightier,0.0
weightless,2.0
weightlessness,0.0
weighty,3.0
weil,1.0
weinbau,0.0
weintraub,0.0
weird,-1.0
weirdly,0.0
welcome,3.0
welcomed,-1.0
welcoming,1.0
well,5.0
went,-1.0
wente,2.0
west,3.0
western,1.0
westernmost,0.0
westside,0.0
wet,3.0
wetness,0.0
whack,1.0
whatever,-1.0
wheat,-1.0
wheaty,0.0
whether,-2.0
whiff,6.0
whiffs,-4.0
whipped,0.0
whirl,0.0
whirls,0.0
whisper,0.0
whisperer,1.0
whispers,0.0
whistle,0.0
white,4.0
whites,-1.0
whole,10.0
wholesome,1.0
wholesomeness,1.0
wholly,0.0
whopper,0.0
whopping,0.0
whose,2.0
wichmann,0.0
wide,2.0
widely,-2.0
wider,1.0
widespread,0.0
wiemer,0.0
wife,0.0
wild,8.0
wildfire,1.0
wildflower,1.0
wildflowers,2.0
wildly,2.0
wildness,1.0
wilds,0.0
willamette,0.0
william,0.0
williams,1.0
willow,0.0
wilson,0.0
wilted,0.0
win,1.0
wind,2.0
winderlea,0.0
window,1.0
winds,0.0
windy,0.0
wine,1.0
winemaker,6.0
winemakers,0.0
winemaking,6.0
wineries,0.0
winery,5.0
wines,3.0
wings,-2.0
winner,0.0
winning,1.0
wins,0.0
winter,3.0
wintergreen,1.0
wintery,1.0
wire,-2.0
wiry,-1.0
wise,4.0
wisp,0.0
wisps,1.0
wispy,-1.0
wisteria,0.0
within,3.0
without,2.0
withstand,0.0
wonder,1.0
wonderful,10.0
wonderfully,8.0
wondering,0.0
wonders,-2.0
wondrous,3.0
wondrously,1.0
wood,-1.0
wooded,0.0
wooden,-3.0
woodiness,-1.0
woodland,0.0
woods,1.0
woodsmoke,3.0
woodspice,1.0
woodsy,-3.0
woodward,0.0
woody,-1.0
wool,0.0
wooly,-5.0
word,4.0
words,1.0
work,0.0
worked,0.0
working,-1.0
works,7.0
world,1.0
worlds,0.0
worn,3.0
worry,0.0
worst,0.0
worth,7.0
worthwhile,0.0
worthy,7.0
would,-2.0
wound,1.0
woven,4.0
wow,1.0
wows,0.0
wrap,3.0
wrapped,4.0
wrapping,1.0
wraps,-3.0
wreath,3.0
wreathed,0.0
wright,1.0
wrong,-1.0
wrought,0.0
xarel,0.0
xarello,0.0
xinomavro,0.0
yakima,0.0
yang,0.0
yarra,1.0
yarrow,0.0
yates,0.0
year,0.0
years,11.0
yeast,9.0
yeastiness,-2.0
yeasts,5.0
yeasty,4.0
yellow,6.0
yellowish,0.0
yes,3.0
yet,6.0
yield,0.0
yielded,0.0
yielding,0.0
yields,0.0
ynez,1.0
yogurt,0.0
york,-5.0
yost,1.0
young,4.0
younger,2.0
youngster,0.0
yountville,0.0
youth,5.0
youthful,0.0
youthfully,3.0
youthfulness,2.0
yum,2.0
yummy,2.0
yuzu,1.0
zac,0.0
zaca,0.0
zap,0.0
zealand,0.0
zeller,0.0
zero,0.0
zest,3.0
zestiness,2.0
zesty,2.0
zibibbo,0.0
zin,-5.0
zinfandel,2.0
zinfandels,0.0
zing,1.0
zingy,-2.0
zinny,-2.0
zins,0.0
zip,-1.0
zippy,5.0
zone,1.0
zweigelt,3.0
émilion,-4.0
über,1.0
