term_str,bing_positive,bing_negative,bing_sentiment
uneasy,0,1,-1
uneconomical,0,1,-1
unemployed,0,1,-1
unencumbered,1,0,1
unequal,0,1,-1
unequivocal,1,0,1
unequivocally,1,0,1
unethical,0,1,-1
uneven,0,1,-1
uneventful,0,1,-1
unexpected,0,1,-1
unexpectedly,0,1,-1
unexplained,0,1,-1
unfairly,0,1,-1
unfaithful,0,1,-1
unfaithfully,0,1,-1
unfamiliar,0,1,-1
unfavorable,0,1,-1
unfazed,1,0,1
unfeeling,0,1,-1
unfettered,1,0,1
unfinished,0,1,-1
unfit,0,1,-1
unforeseen,0,1,-1
unforgettable,1,0,1
unforgiving,0,1,-1
unfortunate,0,1,-1
unfortunately,0,1,-1
unfounded,0,1,-1
unfriendly,0,1,-1
unfulfilled,0,1,-1
unfunded,0,1,-1
ungovernable,0,1,-1
ungrateful,0,1,-1
unhappily,0,1,-1
unhappiness,0,1,-1
unhappy,0,1,-1
unhealthy,0,1,-1
unhelpful,0,1,-1
unilateralism,0,1,-1
unimaginable,0,1,-1
unimaginably,0,1,-1
unimportant,0,1,-1
uninformed,0,1,-1
uninsured,0,1,-1
unintelligible,0,1,-1
unintelligile,0,1,-1
unipolar,0,1,-1
unity,1,0,1
unjust,0,1,-1
unjustifiable,0,1,-1
unjustifiably,0,1,-1
unjustified,0,1,-1
unjustly,0,1,-1
unkind,0,1,-1
unkindly,0,1,-1
unknown,0,1,-1
unlamentable,0,1,-1
unlamentably,0,1,-1
unlawful,0,1,-1
unlawfully,0,1,-1
unlawfulness,0,1,-1
unleash,0,1,-1
unlicensed,0,1,-1
unlikely,0,1,-1
unlimited,1,0,1
unlucky,0,1,-1
unmatched,1,0,1
unmoved,0,1,-1
unnatural,0,1,-1
unnaturally,0,1,-1
unnecessary,0,1,-1
unneeded,0,1,-1
unnerve,0,1,-1
unnerved,0,1,-1
unnerving,0,1,-1
unnervingly,0,1,-1
unnoticed,0,1,-1
unobserved,0,1,-1
unorthodox,0,1,-1
unorthodoxy,0,1,-1
unparalleled,1,0,1
unpleasant,0,1,-1
unpleasantries,0,1,-1
unpopular,0,1,-1
unpredictable,0,1,-1
unprepared,0,1,-1
unproductive,0,1,-1
unprofitable,0,1,-1
unprove,0,1,-1
unproved,0,1,-1
unproven,0,1,-1
unproves,0,1,-1
unproving,0,1,-1
unqualified,0,1,-1
unquestionable,1,0,1
unquestionably,1,0,1
unravel,0,1,-1
unraveled,0,1,-1
unreachable,0,1,-1
unreadable,0,1,-1
unreal,1,0,1
unrealistic,0,1,-1
unreasonable,0,1,-1
unreasonably,0,1,-1
unrelenting,0,1,-1
unrelentingly,0,1,-1
unreliability,0,1,-1
unreliable,0,1,-1
unresolved,0,1,-1
unresponsive,0,1,-1
unrest,0,1,-1
unrestricted,1,0,1
unrivaled,1,0,1
unruly,0,1,-1
unsafe,0,1,-1
unsatisfactory,0,1,-1
unsavory,0,1,-1
unscrupulous,0,1,-1
unscrupulously,0,1,-1
unsecure,0,1,-1
unseemly,0,1,-1
unselfish,1,0,1
unsettle,0,1,-1
unsettled,0,1,-1
unsettling,0,1,-1
unsettlingly,0,1,-1
unskilled,0,1,-1
unsophisticated,0,1,-1
unsound,0,1,-1
unspeakable,0,1,-1
unspeakablely,0,1,-1
unspecified,0,1,-1
unstable,0,1,-1
unsteadily,0,1,-1
unsteadiness,0,1,-1
unsteady,0,1,-1
unsuccessful,0,1,-1
unsuccessfully,0,1,-1
unsupported,0,1,-1
unsupportive,0,1,-1
unsure,0,1,-1
unsuspecting,0,1,-1
unsustainable,0,1,-1
untenable,0,1,-1
untested,0,1,-1
unthinkable,0,1,-1
unthinkably,0,1,-1
untimely,0,1,-1
untouched,0,1,-1
untrue,0,1,-1
untrustworthy,0,1,-1
untruthful,0,1,-1
unusable,0,1,-1
unusably,0,1,-1
unuseable,0,1,-1
unuseably,0,1,-1
unusual,0,1,-1
unusually,0,1,-1
unviewable,0,1,-1
unwanted,0,1,-1
unwarranted,0,1,-1
unwatchable,0,1,-1
unwavering,1,0,1
unwelcome,0,1,-1
unwell,0,1,-1
unwieldy,0,1,-1
unwilling,0,1,-1
unwillingly,0,1,-1
unwillingness,0,1,-1
unwise,0,1,-1
unwisely,0,1,-1
unworkable,0,1,-1
unworthy,0,1,-1
unyielding,0,1,-1
upbeat,1,0,1
upbraid,0,1,-1
upgradable,1,0,1
upgradeable,1,0,1
upgraded,1,0,1
upheaval,0,1,-1
upheld,1,0,1
uphold,1,0,1
uplift,1,0,1
uplifting,1,0,1
upliftingly,1,0,1
upliftment,1,0,1
uprising,0,1,-1
uproar,0,1,-1
uproarious,0,1,-1
uproariously,0,1,-1
uproarous,0,1,-1
uproarously,0,1,-1
uproot,0,1,-1
upscale,1,0,1
upset,0,1,-1
upseting,0,1,-1
upsets,0,1,-1
upsetting,0,1,-1
upsettingly,0,1,-1
urgent,0,1,-1
usable,1,0,1
useable,1,0,1
useful,1,0,1
useless,0,1,-1
user-friendly,1,0,1
user-replaceable,1,0,1
usurp,0,1,-1
usurper,0,1,-1
utterly,0,1,-1
vagrant,0,1,-1
vague,0,1,-1
vagueness,0,1,-1
vain,0,1,-1
vainly,0,1,-1
valiant,1,0,1
valiantly,1,0,1
valor,1,0,1
valuable,1,0,1
vanity,0,1,-1
variety,1,0,1
vehement,0,1,-1
vehemently,0,1,-1
venerate,1,0,1
vengeance,0,1,-1
vengeful,0,1,-1
vengefully,0,1,-1
vengefulness,0,1,-1
venom,0,1,-1
venomous,0,1,-1
venomously,0,1,-1
vent,0,1,-1
verifiable,1,0,1
veritable,1,0,1
versatile,1,0,1
versatility,1,0,1
vestiges,0,1,-1
vex,0,1,-1
vexation,0,1,-1
vexing,0,1,-1
vexingly,0,1,-1
vibrant,1,0,1
vibrantly,1,0,1
vibrate,0,1,-1
vibrated,0,1,-1
vibrates,0,1,-1
vibrating,0,1,-1
vibration,0,1,-1
vice,0,1,-1
vicious,0,1,-1
viciously,0,1,-1
viciousness,0,1,-1
victimize,0,1,-1
victorious,1,0,1
victory,1,0,1
viewable,1,0,1
vigilance,1,0,1
vigilant,1,0,1
vile,0,1,-1
vileness,0,1,-1
vilify,0,1,-1
villainous,0,1,-1
villainously,0,1,-1
villains,0,1,-1
villian,0,1,-1
villianous,0,1,-1
villianously,0,1,-1
villify,0,1,-1
vindictive,0,1,-1
vindictively,0,1,-1
vindictiveness,0,1,-1
violate,0,1,-1
violation,0,1,-1
violator,0,1,-1
violators,0,1,-1
violent,0,1,-1
violently,0,1,-1
viper,0,1,-1
virtue,1,0,1
virtuous,1,0,1
virtuously,1,0,1
virulence,0,1,-1
virulent,0,1,-1
virulently,0,1,-1
virus,0,1,-1
visionary,1,0,1
vivacious,1,0,1
vivid,1,0,1
vociferous,0,1,-1
vociferously,0,1,-1
volatile,0,1,-1
volatility,0,1,-1
vomit,0,1,-1
vomited,0,1,-1
vomiting,0,1,-1
vomits,0,1,-1
vouch,1,0,1
vouchsafe,1,0,1
vulgar,0,1,-1
vulnerable,0,1,-1
wack,0,1,-1
wail,0,1,-1
wallow,0,1,-1
wane,0,1,-1
waning,0,1,-1
wanton,0,1,-1
war-like,0,1,-1
warily,0,1,-1
wariness,0,1,-1
warlike,0,1,-1
warm,1,0,1
warmer,1,0,1
warmhearted,1,0,1
warmly,1,0,1
warmth,1,0,1
warned,0,1,-1
warning,0,1,-1
warp,0,1,-1
warped,0,1,-1
wary,0,1,-1
washed-out,0,1,-1
waste,0,1,-1
wasted,0,1,-1
wasteful,0,1,-1
wastefulness,0,1,-1
wasting,0,1,-1
water-down,0,1,-1
watered-down,0,1,-1
wayward,0,1,-1
weak,0,1,-1
weaken,0,1,-1
weakening,0,1,-1
weaker,0,1,-1
weakness,0,1,-1
weaknesses,0,1,-1
wealthy,1,0,1
weariness,0,1,-1
wearisome,0,1,-1
weary,0,1,-1
wedge,0,1,-1
weed,0,1,-1
weep,0,1,-1
weird,0,1,-1
weirdly,0,1,-1
welcome,1,0,1
well,1,0,1
well-backlit,1,0,1
well-balanced,1,0,1
well-behaved,1,0,1
well-being,1,0,1
well-bred,1,0,1
well-connected,1,0,1
well-educated,1,0,1
well-established,1,0,1
well-informed,1,0,1
well-intentioned,1,0,1
well-known,1,0,1
well-made,1,0,1
well-managed,1,0,1
well-mannered,1,0,1
well-positioned,1,0,1
well-received,1,0,1
well-regarded,1,0,1
well-rounded,1,0,1
well-run,1,0,1
well-wishers,1,0,1
wellbeing,1,0,1
wheedle,0,1,-1
whimper,0,1,-1
whine,0,1,-1
whining,0,1,-1
whiny,0,1,-1
whips,0,1,-1
whoa,1,0,1
wholeheartedly,1,0,1
wholesome,1,0,1
whooa,1,0,1
whoooa,1,0,1
whore,0,1,-1
whores,0,1,-1
wicked,0,1,-1
wickedly,0,1,-1
wickedness,0,1,-1
wieldy,1,0,1
wild,0,1,-1
wildly,0,1,-1
wiles,0,1,-1
willing,1,0,1
willingly,1,0,1
willingness,1,0,1
wilt,0,1,-1
wily,0,1,-1
wimpy,0,1,-1
win,1,0,1
wince,0,1,-1
windfall,1,0,1
winnable,1,0,1
winner,1,0,1
winners,1,0,1
winning,1,0,1
wins,1,0,1
wisdom,1,0,1
wise,1,0,1
wisely,1,0,1
witty,1,0,1
wobble,0,1,-1
wobbled,0,1,-1
wobbles,0,1,-1
woe,0,1,-1
woebegone,0,1,-1
woeful,0,1,-1
woefully,0,1,-1
womanizer,0,1,-1
womanizing,0,1,-1
won,1,0,1
wonder,1,0,1
wonderful,1,0,1
wonderfully,1,0,1
wonderous,1,0,1
wonderously,1,0,1
wonders,1,0,1
wondrous,1,0,1
woo,1,0,1
work,1,0,1
workable,1,0,1
worked,1,0,1
works,1,0,1
world-famous,1,0,1
worn,0,1,-1
worried,0,1,-1
worriedly,0,1,-1
worrier,0,1,-1
worries,0,1,-1
worrisome,0,1,-1
worry,0,1,-1
worrying,0,1,-1
worryingly,0,1,-1
worse,0,1,-1
worsen,0,1,-1
worsening,0,1,-1
worst,0,1,-1
worth,1,0,1
worth-while,1,0,1
worthiness,1,0,1
worthless,0,1,-1
worthlessly,0,1,-1
worthlessness,0,1,-1
worthwhile,1,0,1
worthy,1,0,1
wound,0,1,-1
wounds,0,1,-1
wow,1,0,1
wowed,1,0,1
wowing,1,0,1
wows,1,0,1
wrangle,0,1,-1
wrath,0,1,-1
wreak,0,1,-1
wreaked,0,1,-1
wreaks,0,1,-1
wreck,0,1,-1
wrest,0,1,-1
wrestle,0,1,-1
wretch,0,1,-1
wretched,0,1,-1
wretchedly,0,1,-1
wretchedness,0,1,-1
wrinkle,0,1,-1
wrinkled,0,1,-1
wrinkles,0,1,-1
wrip,0,1,-1
wripped,0,1,-1
wripping,0,1,-1
writhe,0,1,-1
wrong,0,1,-1
wrongful,0,1,-1
wrongly,0,1,-1
wrought,0,1,-1
yawn,0,1,-1
yay,1,0,1
youthful,1,0,1
zap,0,1,-1
zapped,0,1,-1
zaps,0,1,-1
zeal,1,0,1
zealot,0,1,-1
zealous,0,1,-1
zealously,0,1,-1
zenith,1,0,1
zest,1,0,1
zippy,1,0,1
zombie,0,1,-1
